epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,412.217,1.11472,1.96293,1.60771,0.52631,0.71212,0.61671,0.2502,1.96674,3.52028,3.19284,0.000651515,0.000651515,0.000651515
2,779.985,1.24087,1.52946,1.72521,0.43046,0.5303,0.43574,0.1885,2.1023,3.98898,3.39527,0.00130513,0.00130513,0.00130513
